zone_id,zone_label,zone_type,day_of_week,hour,demand_index,demand_bucket,surge_multiplier,weather,expected_net_per_hour_sgd,lat,lon
CBD_Raffles,CBD / Raffles Place,office,Tue,17,1.14,high,1.05,clear,18.09,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Tue,18,1.58,very_high,1.29,clear,20.04,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Tue,19,1.58,very_high,1.29,clear,20.04,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Tue,20,1.139,high,1.05,clear,18.08,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Tue,21,0.645,moderate,1.0,clear,15.58,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Tue,22,0.364,low,1.0,clear,14.23,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Tue,23,0.267,low,1.0,clear,13.76,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Tue,0,0.243,low,1.0,clear,13.64,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Tue,1,0.243,low,1.0,clear,13.64,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Tue,2,0.243,low,1.0,clear,13.65,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,5,0.488,low,1.15,light_rain,16.37,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,6,0.909,moderate,1.15,light_rain,18.6,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,7,1.502,very_high,1.4,light_rain,21.98,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,8,1.806,very_high,1.57,light_rain,22.51,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,9,1.513,very_high,1.4,light_rain,21.98,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,10,0.986,high,1.15,light_rain,19.01,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,11,0.782,moderate,1.15,light_rain,17.92,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,12,0.897,moderate,1.15,light_rain,18.54,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,13,0.863,moderate,1.15,light_rain,18.36,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,14,0.604,moderate,1.15,light_rain,16.99,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,15,0.501,low,1.15,light_rain,16.44,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,16,0.761,moderate,1.15,light_rain,17.82,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,17,1.326,very_high,1.3,light_rain,21.27,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,18,1.839,very_high,1.58,light_rain,22.54,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,19,1.839,very_high,1.58,light_rain,22.54,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,20,1.326,very_high,1.3,light_rain,21.27,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,21,0.751,moderate,1.15,light_rain,17.76,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,22,0.423,low,1.15,light_rain,16.03,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,23,0.311,low,1.15,light_rain,15.43,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,0,0.282,low,1.15,light_rain,15.28,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,1,0.282,low,1.15,light_rain,15.28,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Wed,2,0.283,low,1.15,light_rain,15.28,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,5,0.441,low,1.0,clear,14.6,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,6,0.821,moderate,1.0,clear,16.42,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,7,1.358,very_high,1.17,clear,19.48,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,8,1.633,very_high,1.32,clear,20.12,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,9,1.367,very_high,1.17,clear,19.53,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,10,0.891,moderate,1.0,clear,16.76,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,11,0.706,moderate,1.0,clear,15.87,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,12,0.811,moderate,1.0,clear,16.37,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,13,0.78,moderate,1.0,clear,16.22,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,14,0.546,low,1.0,clear,15.1,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,15,0.453,low,1.0,clear,14.65,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,16,0.688,moderate,1.0,clear,15.78,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,17,1.199,high,1.08,clear,18.45,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,18,1.662,very_high,1.34,clear,20.18,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,19,1.662,very_high,1.34,clear,20.18,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,20,1.198,high,1.08,clear,18.45,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,21,0.679,moderate,1.0,clear,15.74,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,22,0.383,low,1.0,clear,14.32,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,23,0.281,low,1.0,clear,13.83,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,0,0.255,low,1.0,clear,13.7,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,1,0.255,low,1.0,clear,13.7,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Thu,2,0.255,low,1.0,clear,13.71,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,5,0.511,low,1.0,clear,14.93,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,6,0.95,moderate,1.0,clear,17.04,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,7,1.571,very_high,1.29,clear,20.04,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,8,1.889,very_high,1.46,clear,20.52,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,9,1.582,very_high,1.29,clear,20.04,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,10,1.031,high,1.0,clear,17.43,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,11,0.817,moderate,1.0,clear,16.4,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,12,0.938,moderate,1.0,clear,16.98,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,13,0.902,moderate,1.0,clear,16.81,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,14,0.632,moderate,1.0,clear,15.51,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,15,0.523,low,1.0,clear,14.99,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,16,0.796,moderate,1.0,clear,16.3,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,17,1.387,very_high,1.19,clear,19.68,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,18,1.923,very_high,1.48,clear,20.58,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,19,1.923,very_high,1.48,clear,20.58,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,20,1.386,very_high,1.18,clear,19.65,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,21,0.785,moderate,1.0,clear,16.25,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,22,0.443,low,1.0,clear,14.6,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,23,0.325,low,1.0,clear,14.04,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,0,0.295,low,1.0,clear,13.9,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,1,0.295,low,1.0,clear,13.9,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Fri,2,0.296,low,1.0,clear,13.9,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,5,0.533,low,1.0,cloudy,15.04,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,6,0.992,high,1.0,cloudy,17.24,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,7,1.64,very_high,1.32,cloudy,20.12,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,8,1.972,very_high,1.51,cloudy,20.67,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,9,1.651,very_high,1.33,cloudy,20.15,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,10,1.076,high,1.01,cloudy,17.67,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,11,0.853,moderate,1.0,cloudy,16.58,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,12,0.979,high,1.0,cloudy,17.18,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,13,0.942,moderate,1.0,cloudy,17.0,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,14,0.66,moderate,1.0,cloudy,15.65,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,15,0.547,low,1.0,cloudy,15.1,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,16,0.831,moderate,1.0,cloudy,16.47,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,17,1.448,very_high,1.22,cloudy,19.83,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,18,2.008,very_high,1.53,cloudy,20.73,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,19,2.008,very_high,1.53,cloudy,20.73,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,20,1.447,very_high,1.22,cloudy,19.83,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,21,0.82,moderate,1.0,cloudy,16.42,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,22,0.462,low,1.0,cloudy,14.7,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,23,0.339,low,1.0,cloudy,14.11,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,0,0.308,low,1.0,cloudy,13.96,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,1,0.308,low,1.0,cloudy,13.96,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sat,2,0.309,low,1.0,cloudy,13.96,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,5,0.454,low,1.0,clear,14.66,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,6,0.845,moderate,1.0,clear,16.54,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,7,1.398,very_high,1.19,clear,19.74,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,8,1.681,very_high,1.35,clear,20.21,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,9,1.407,very_high,1.2,clear,19.78,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,10,0.917,moderate,1.0,clear,16.88,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,11,0.727,moderate,1.0,clear,15.97,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,12,0.835,moderate,1.0,clear,16.49,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,13,0.803,moderate,1.0,clear,16.33,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,14,0.562,low,1.0,clear,15.18,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,15,0.466,low,1.0,clear,14.72,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,16,0.708,moderate,1.0,clear,15.88,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,17,1.234,high,1.1,clear,18.68,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,18,1.711,very_high,1.36,clear,20.24,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,19,1.711,very_high,1.36,clear,20.24,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,20,1.233,high,1.1,clear,18.68,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,21,0.699,moderate,1.0,clear,15.83,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,22,0.394,low,1.0,clear,14.37,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,23,0.289,low,1.0,clear,13.87,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,0,0.263,low,1.0,clear,13.74,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,1,0.263,low,1.0,clear,13.74,1.284,103.851
CBD_Raffles,CBD / Raffles Place,office,Sun,2,0.263,low,1.0,clear,13.74,1.284,103.851
Orchard,Orchard Road,retail,Mon,5,0.315,low,1.0,clear,13.99,1.304,103.832
Orchard,Orchard Road,retail,Mon,6,0.424,low,1.0,clear,14.51,1.304,103.832
Orchard,Orchard Road,retail,Mon,7,0.577,low,1.0,clear,15.25,1.304,103.832
Orchard,Orchard Road,retail,Mon,8,0.656,moderate,1.0,clear,15.63,1.304,103.832
Orchard,Orchard Road,retail,Mon,9,0.59,low,1.0,clear,15.31,1.304,103.832
Orchard,Orchard Road,retail,Mon,10,0.516,low,1.0,clear,14.96,1.304,103.832
Orchard,Orchard Road,retail,Mon,11,0.666,moderate,1.0,clear,15.68,1.304,103.832
Orchard,Orchard Road,retail,Mon,12,0.957,high,1.0,clear,17.07,1.304,103.832
Orchard,Orchard Road,retail,Mon,13,0.95,moderate,1.0,clear,17.04,1.304,103.832
Orchard,Orchard Road,retail,Mon,14,0.631,moderate,1.0,clear,15.51,1.304,103.832
Orchard,Orchard Road,retail,Mon,15,0.441,low,1.0,clear,14.6,1.304,103.832
Orchard,Orchard Road,retail,Mon,16,0.563,low,1.0,clear,15.18,1.304,103.832
Orchard,Orchard Road,retail,Mon,17,0.905,moderate,1.0,clear,16.82,1.304,103.832
Orchard,Orchard Road,retail,Mon,18,1.223,high,1.1,clear,18.63,1.304,103.832
Orchard,Orchard Road,retail,Mon,19,1.24,high,1.1,clear,18.71,1.304,103.832
Orchard,Orchard Road,retail,Mon,20,0.971,high,1.0,clear,17.14,1.304,103.832
Orchard,Orchard Road,retail,Mon,21,0.707,moderate,1.0,clear,15.87,1.304,103.832
Orchard,Orchard Road,retail,Mon,22,0.608,moderate,1.0,clear,15.4,1.304,103.832
Orchard,Orchard Road,retail,Mon,23,0.586,low,1.0,clear,15.29,1.304,103.832
Orchard,Orchard Road,retail,Mon,0,0.262,low,1.0,clear,13.74,1.304,103.832
Orchard,Orchard Road,retail,Mon,1,0.262,low,1.0,clear,13.74,1.304,103.832
Orchard,Orchard Road,retail,Mon,2,0.262,low,1.0,clear,13.74,1.304,103.832
Orchard,Orchard Road,retail,Tue,5,0.322,low,1.0,clear,14.03,1.304,103.832
Orchard,Orchard Road,retail,Tue,6,0.433,low,1.0,clear,14.56,1.304,103.832
Orchard,Orchard Road,retail,Tue,7,0.589,low,1.0,clear,15.31,1.304,103.832
Orchard,Orchard Road,retail,Tue,8,0.67,moderate,1.0,clear,15.7,1.304,103.832
Orchard,Orchard Road,retail,Tue,9,0.602,moderate,1.0,clear,15.37,1.304,103.832
Orchard,Orchard Road,retail,Tue,10,0.527,low,1.0,clear,15.01,1.304,103.832
Orchard,Orchard Road,retail,Tue,11,0.68,moderate,1.0,clear,15.75,1.304,103.832
Orchard,Orchard Road,retail,Tue,12,0.977,high,1.0,clear,17.17,1.304,103.832
Orchard,Orchard Road,retail,Tue,13,0.97,high,1.0,clear,17.13,1.304,103.832
Orchard,Orchard Road,retail,Tue,14,0.644,moderate,1.0,clear,15.57,1.304,103.832
Orchard,Orchard Road,retail,Tue,15,0.451,low,1.0,clear,14.64,1.304,103.832
Orchard,Orchard Road,retail,Tue,16,0.575,low,1.0,clear,15.24,1.304,103.832
Orchard,Orchard Road,retail,Tue,17,0.924,moderate,1.0,clear,16.91,1.304,103.832
Orchard,Orchard Road,retail,Tue,18,1.249,high,1.11,clear,18.78,1.304,103.832
Orchard,Orchard Road,retail,Tue,19,1.266,very_high,1.12,clear,18.89,1.304,103.832
Orchard,Orchard Road,retail,Tue,20,0.992,high,1.0,clear,17.24,1.304,103.832
Orchard,Orchard Road,retail,Tue,21,0.722,moderate,1.0,clear,15.95,1.304,103.832
Orchard,Orchard Road,retail,Tue,22,0.621,moderate,1.0,clear,15.46,1.304,103.832
Orchard,Orchard Road,retail,Tue,23,0.598,low,1.0,clear,15.35,1.304,103.832
Orchard,Orchard Road,retail,Tue,0,0.268,low,1.0,clear,13.77,1.304,103.832
Orchard,Orchard Road,retail,Tue,1,0.268,low,1.0,clear,13.77,1.304,103.832
Orchard,Orchard Road,retail,Tue,2,0.268,low,1.0,clear,13.77,1.304,103.832
Orchard,Orchard Road,retail,Wed,5,0.329,low,1.0,clear,14.06,1.304,103.832
Orchard,Orchard Road,retail,Wed,6,0.442,low,1.0,clear,14.6,1.304,103.832
Orchard,Orchard Road,retail,Wed,7,0.601,moderate,1.0,clear,15.37,1.304,103.832
Orchard,Orchard Road,retail,Wed,8,0.684,moderate,1.0,clear,15.76,1.304,103.832
Orchard,Orchard Road,retail,Wed,9,0.614,moderate,1.0,clear,15.43,1.304,103.832
Orchard,Orchard Road,retail,Wed,10,0.538,low,1.0,clear,15.06,1.304,103.832
Orchard,Orchard Road,retail,Wed,11,0.694,moderate,1.0,clear,15.81,1.304,103.832
Orchard,Orchard Road,retail,Wed,12,0.997,high,1.0,clear,17.27,1.304,103.832
Orchard,Orchard Road,retail,Wed,13,0.99,high,1.0,clear,17.23,1.304,103.832
Orchard,Orchard Road,retail,Wed,14,0.657,moderate,1.0,clear,15.64,1.304,103.832
Orchard,Orchard Road,retail,Wed,15,0.46,low,1.0,clear,14.69,1.304,103.832
Orchard,Orchard Road,retail,Wed,16,0.586,low,1.0,clear,15.3,1.304,103.832
Orchard,Orchard Road,retail,Wed,17,0.943,moderate,1.0,clear,17.01,1.304,103.832
Orchard,Orchard Road,retail,Wed,18,1.275,very_high,1.12,clear,18.93,1.304,103.832
Orchard,Orchard Road,retail,Wed,19,1.292,very_high,1.13,clear,19.04,1.304,103.832
Orchard,Orchard Road,retail,Wed,20,1.012,high,1.0,clear,17.34,1.304,103.832
Orchard,Orchard Road,retail,Wed,21,0.737,moderate,1.0,clear,16.02,1.304,103.832
Orchard,Orchard Road,retail,Wed,22,0.633,moderate,1.0,clear,15.52,1.304,103.832
Orchard,Orchard Road,retail,Wed,23,0.61,moderate,1.0,clear,15.41,1.304,103.832
Orchard,Orchard Road,retail,Wed,0,0.273,low,1.0,clear,13.79,1.304,103.832
Orchard,Orchard Road,retail,Wed,1,0.273,low,1.0,clear,13.79,1.304,103.832
Orchard,Orchard Road,retail,Wed,2,0.273,low,1.0,clear,13.79,1.304,103.832
Orchard,Orchard Road,retail,Thu,5,0.342,low,1.0,cloudy,14.12,1.304,103.832
Orchard,Orchard Road,retail,Thu,6,0.46,low,1.0,cloudy,14.69,1.304,103.832
Orchard,Orchard Road,retail,Thu,7,0.626,moderate,1.0,cloudy,15.48,1.304,103.832
Orchard,Orchard Road,retail,Thu,8,0.712,moderate,1.0,cloudy,15.9,1.304,103.832
Orchard,Orchard Road,retail,Thu,9,0.639,moderate,1.0,cloudy,15.55,1.304,103.832
Orchard,Orchard Road,retail,Thu,10,0.56,low,1.0,cloudy,15.17,1.304,103.832
Orchard,Orchard Road,retail,Thu,11,0.723,moderate,1.0,cloudy,15.95,1.304,103.832
Orchard,Orchard Road,retail,Thu,12,1.038,high,1.0,cloudy,17.46,1.304,103.832
Orchard,Orchard Road,retail,Thu,13,1.03,high,1.0,cloudy,17.42,1.304,103.832
Orchard,Orchard Road,retail,Thu,14,0.684,moderate,1.0,cloudy,15.76,1.304,103.832
Orchard,Orchard Road,retail,Thu,15,0.479,low,1.0,cloudy,14.78,1.304,103.832
Orchard,Orchard Road,retail,Thu,16,0.61,moderate,1.0,cloudy,15.41,1.304,103.832
Orchard,Orchard Road,retail,Thu,17,0.981,high,1.0,cloudy,17.19,1.304,103.832
Orchard,Orchard Road,retail,Thu,18,1.326,very_high,1.15,cloudy,19.27,1.304,103.832
Orchard,Orchard Road,retail,Thu,19,1.344,very_high,1.16,cloudy,19.39,1.304,103.832
Orchard,Orchard Road,retail,Thu,20,1.053,high,1.0,cloudy,17.54,1.304,103.832
Orchard,Orchard Road,retail,Thu,21,0.767,moderate,1.0,cloudy,16.16,1.304,103.832
Orchard,Orchard Road,retail,Thu,22,0.659,moderate,1.0,cloudy,15.64,1.304,103.832
Orchard,Orchard Road,retail,Thu,23,0.635,moderate,1.0,cloudy,15.53,1.304,103.832
Orchard,Orchard Road,retail,Thu,0,0.284,low,1.0,cloudy,13.84,1.304,103.832
Orchard,Orchard Road,retail,Thu,1,0.284,low,1.0,cloudy,13.84,1.304,103.832
Orchard,Orchard Road,retail,Thu,2,0.284,low,1.0,cloudy,13.85,1.304,103.832
Orchard,Orchard Road,retail,Fri,5,0.392,low,1.0,clear,14.36,1.304,103.832
Orchard,Orchard Road,retail,Fri,6,0.527,low,1.0,clear,15.01,1.304,103.832
Orchard,Orchard Road,retail,Fri,7,0.717,moderate,1.0,clear,15.92,1.304,103.832
Orchard,Orchard Road,retail,Fri,8,0.815,moderate,1.0,clear,16.39,1.304,103.832
Orchard,Orchard Road,retail,Fri,9,0.732,moderate,1.0,clear,16.0,1.304,103.832
Orchard,Orchard Road,retail,Fri,10,0.641,moderate,1.0,clear,15.56,1.304,103.832
Orchard,Orchard Road,retail,Fri,11,0.828,moderate,1.0,clear,16.45,1.304,103.832
Orchard,Orchard Road,retail,Fri,12,1.189,high,1.08,clear,18.4,1.304,103.832
Orchard,Orchard Road,retail,Fri,13,1.179,high,1.07,clear,18.33,1.304,103.832
Orchard,Orchard Road,retail,Fri,14,0.783,moderate,1.0,clear,16.24,1.304,103.832
Orchard,Orchard Road,retail,Fri,15,0.548,low,1.0,clear,15.11,1.304,103.832
Orchard,Orchard Road,retail,Fri,16,0.699,moderate,1.0,clear,15.84,1.304,103.832
Orchard,Orchard Road,retail,Fri,17,1.124,high,1.04,clear,17.98,1.304,103.832
Orchard,Orchard Road,retail,Fri,18,1.519,very_high,1.26,clear,19.95,1.304,103.832
Orchard,Orchard Road,retail,Fri,19,1.54,very_high,1.27,clear,19.98,1.304,103.832
Orchard,Orchard Road,retail,Fri,20,1.207,high,1.09,clear,18.52,1.304,103.832
Orchard,Orchard Road,retail,Fri,21,0.878,moderate,1.0,clear,16.7,1.304,103.832
Orchard,Orchard Road,retail,Fri,22,0.755,moderate,1.0,clear,16.1,1.304,103.832
Orchard,Orchard Road,retail,Fri,23,0.727,moderate,1.0,clear,15.97,1.304,103.832
Orchard,Orchard Road,retail,Fri,0,0.326,low,1.0,clear,14.04,1.304,103.832
Orchard,Orchard Road,retail,Fri,1,0.326,low,1.0,clear,14.04,1.304,103.832
Orchard,Orchard Road,retail,Fri,2,0.326,low,1.0,clear,14.04,1.304,103.832
Orchard,Orchard Road,retail,Sat,5,0.409,low,1.0,cloudy,14.44,1.304,103.832
Orchard,Orchard Road,retail,Sat,6,0.55,low,1.0,cloudy,15.12,1.304,103.832
Orchard,Orchard Road,retail,Sat,7,0.749,moderate,1.0,cloudy,16.07,1.304,103.832
Orchard,Orchard Road,retail,Sat,8,0.851,moderate,1.0,cloudy,16.57,1.304,103.832
